Source_File,Material,Temperature,Mode,Interpolated_Spectrum_ID,Time_Relative_s,Derivative_Point_Index,Freq_Hz_left,Freq_Hz_right,Eps_real_left,Eps_real_right,Freq_Hz_mid,Omega_rad_s,Eps_real_derivative,Derivative_Manual_Removed,Derivative_Manual_Removal_Reason
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,23,-360.56,1,150.0,225.0,6.210665177478581,6.180487962397754,183.7117307087384,1154.294847145678,0.11690835451423685,True,Zweiter Ableitungspunkt von vorne 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,23,-360.56,20,332530.0,498790.0,3.7520032917826454,-4.476181989832971,407262.37083727744,2558904.9446119056,31.877275017093993,True,Dritter Ableitungspunkt von hinten 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,23,-360.56,21,498790.0,748180.0,-4.476181989832971,3.466372066836179,610888.4531565475,3838325.3531988845,-30.770441457702617,True,Zweiter Ableitungspunkt von hinten 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,24,-352.42,1,150.0,225.0,6.210615361077112,6.180617152972775,183.7117307087384,1154.294847145678,0.11621487067181024,True,Zweiter Ableitungspunkt von vorne 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,24,-352.42,20,332530.0,498790.0,3.7520525475009077,-4.475945533769063,407262.37083727744,2558904.9446119056,31.876549773714416,True,Dritter Ableitungspunkt von hinten 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,24,-352.42,21,498790.0,748180.0,-4.475945533769063,3.4663424990919,610888.4531565475,3838325.3531988845,-30.76941084841022,True,Zweiter Ableitungspunkt von hinten 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,25,-349.90999999999997,1,150.0,225.0,6.2106,6.180656989378586,183.7117307087384,1154.294847145678,0.11600103228796413,True,Zweiter Ableitungspunkt von vorne 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,25,-349.90999999999997,20,332530.0,498790.0,3.752067735689217,-4.475872621641249,407262.37083727744,2558904.9446119056,31.87632614215634,True,Dritter Ableitungspunkt von hinten 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,25,-349.90999999999997,21,498790.0,748180.0,-4.475872621641249,3.466333381765347,610888.4531565475,3838325.3531988845,-30.769093056109988,True,Zweiter Ableitungspunkt von hinten 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,26,-347.2,1,150.0,225.0,6.210681952340631,6.1807,183.7117307087384,1154.294847145678,0.11615189486104951,True,Zweiter Ableitungspunkt von vorne 90C Abs manuell entfernt
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,26,-347.2,20,332530.0,498790.0,3.752084134091734,-4.475793899782135,407262.37083727744,2558904.9446119056,31.876084691350613,True,Dritter Ableitungspunkt von hinten 90C Abs manuell entfernt
