Source_File,Material,Temperature,Mode,Interpolated_Spectrum_ID,Time_Relative_s,Derivative_Point_Index,Freq_Hz_left,Freq_Hz_right,Eps_real_left,Eps_real_right,Freq_Hz_mid,Omega_rad_s,Eps_real_derivative,Derivative_Manual_Removed,Derivative_Manual_Removal_Reason
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,0,100.0,150.0,5.9419091254255045,5.921681500392773,122.47448713915891,769.5298980971185,0.07836304151903302,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,2,225.0,337.5,5.902647004064507,5.8776720000000005,275.5675960631074,1731.4422707185156,0.09675467472221792,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,3,337.5,506.25,5.8776720000000005,5.847956196078432,413.3513940946616,2597.1634060777765,0.11512081980505623,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,4,506.25,759.38,5.847956196078432,5.811828870019595,620.0291323800836,3895.7579345938484,0.13995717118361303,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,5,759.38,1139.1,5.811828870019595,5.767402795193313,930.059007805418,5843.733092653027,0.17209811946774833,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,6,1139.1,1708.6,5.767402795193313,5.711387986419431,1395.0864704383034,8765.586813302976,0.21702041640893358,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,7,1708.6,2562.9,5.711387986419431,5.639093543758967,2092.5990872596703,13148.187838887374,0.28007303885799983,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,8,2562.9,3844.3,5.639093543758967,5.542567960912052,3138.8782184086117,19722.153502931025,0.3739579354954092,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,9,3844.3,5766.5,5.542567960912052,5.411850372402979,4708.30712146096,29583.166127252516,0.5063970065491685,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,10,5766.5,8649.8,5.411850372402979,5.235380788241415,7062.511713264615,44375.069828567954,0.6836440848946135,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,11,8649.8,12975.0,5.235380788241415,5.006843959469992,10593.920662342143,66563.56665105438,0.8853149976302535,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,12,12975.0,19462.0,5.006843959469992,4.734089,15890.860580849592,99845.22172003343,1.0567361487770066,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,13,19462.0,29193.0,4.734089,4.455476863051112,23835.98468702309,149765.90876766108,1.0793602521355299,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,14,29193.0,43789.0,4.455476863051112,4.191815036420396,35753.77290580678,224647.58059800073,1.021470612369239,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,15,43789.0,65684.0,4.191815036420396,3.974365710949663,53630.55729712307,336970.72962513665,0.8423960098380429,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,16,65684.0,98526.0,3.974365710949663,3.807196758234605,80446.14213248517,505458.0182661115,0.6476226230763934,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,17,98526.0,147790.0,3.807196758234605,3.6702578400830737,120669.62144632755,758189.592494488,0.5305007897253644,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,18,147790.0,221680.0,3.6702578400830737,3.569339464099896,181003.00329000066,1137275.4108271105,0.39098563532413294,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,19,221680.0,332530.0,3.569339464099896,3.4845349245577526,271505.5255422992,1705919.5289054464,0.3285135445218245,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,20,332530.0,498790.0,3.4845349245577526,3.409658126542809,407262.37083727744,2558904.9446119056,0.2900844112072657,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,22,748180.0,900000.0,3.395229315960912,3.3709,820586.3757094681,5155896.259129478,0.2068533563790739,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,24,-330.37,0,100.0,150.0,5.9419,5.921252605394082,122.47448713915891,769.5298980971185,0.07998925420780931,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,24,-330.37,2,225.0,337.5,5.902619588304707,5.8775900000000005,275.5675960631074,1731.4422707185156,0.09696613736670229,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,24,-330.37,3,337.5,506.25,5.8775900000000005,5.8478924183006535,413.3513940946616,2597.1634060777765,0.11505022581519207,False,
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,24,-330.37,4,506.25,759.38,5.8478924183006535,5.811783344219465,620.0291323800836,3895.7579345938484,0.13988646306765978,False,
